trial_id,number,study_id,state,datetime_start,datetime_complete,trial_value_id,objective,value,value_type,Kd_excite,Kd_inhib,Ki_excite,Ki_inhib,Kp_excite,Kp_inhib
101,0,2,COMPLETE,2025-02-23 17:37:08.498179,2025-02-23 17:38:08.828793,101,0,4.436214149139578,FINITE,1.0,75.95131095283801,1.0,14.310659983866449,1.0,2.931591547752157
102,1,2,COMPLETE,2025-02-23 17:38:08.858634,2025-02-23 17:38:25.929265,102,0,0.1832815665091148,FINITE,1.0,28.428772987448948,1.0,6.548500633114203,1.0,3.6785104290388055
103,2,2,COMPLETE,2025-02-23 17:38:25.955268,2025-02-23 17:38:43.024281,103,0,0.09630886720407372,FINITE,1.0,26.33976053277407,1.0,5.493024569207628,1.0,3.885488355862038
104,3,2,COMPLETE,2025-02-23 17:38:43.049281,2025-02-23 17:39:00.120188,104,0,0.4251394604481043,FINITE,1.0,25.541356614369317,1.0,4.920072993482505,1.0,4.3618125977709745
105,4,2,COMPLETE,2025-02-23 17:39:00.146193,2025-02-23 17:39:17.212582,105,0,1.4135864063629748,FINITE,1.0,136.8471599917531,1.0,7.067987004475808,1.0,3.941328703549838
106,5,2,COMPLETE,2025-02-23 17:39:17.240582,2025-02-23 17:39:34.302825,106,0,9.35522889842631,FINITE,1.0,23.009314214605055,1.0,13.51425878900585,1.0,1.3211767179741851
107,6,2,COMPLETE,2025-02-23 17:39:34.331830,2025-02-23 17:39:51.404211,107,0,13058176.921031136,FINITE,1.0,30.374158494542943,1.0,6.214161322752455,1.0,9.717199330567736
108,7,2,COMPLETE,2025-02-23 17:39:51.432211,2025-02-23 17:40:08.496625,108,0,17.736806105144005,FINITE,1.0,75.44740001392984,1.0,1.501443899173295,1.0,8.355824063414774
109,8,2,COMPLETE,2025-02-23 17:40:08.522624,2025-02-23 17:40:25.585160,109,0,3.0481108179419074,FINITE,1.0,101.74664224014705,1.0,2.0275182679530728,1.0,6.512698317371607
110,9,2,COMPLETE,2025-02-23 17:40:25.612159,2025-02-23 17:40:42.681957,110,0,1.223907823392732,FINITE,1.0,103.05780355369917,1.0,4.094898001962839,1.0,2.0913833406048403
111,10,2,COMPLETE,2025-02-23 17:40:42.708960,2025-02-23 17:40:59.782700,111,0,0.9014810318664647,FINITE,1.0,47.726386493577934,1.0,2.9140822339533052,1.0,17.36803646802825
112,11,2,COMPLETE,2025-02-23 17:40:59.812705,2025-02-23 17:41:16.886080,112,0,5.406400937866356,FINITE,1.0,40.33759719239677,1.0,8.35003111848348,1.0,2.0897107844819787
113,12,2,COMPLETE,2025-02-23 17:41:16.912079,2025-02-23 17:41:33.994942,113,0,4.046313799621946,FINITE,1.0,37.05159924866304,1.0,9.489452925266342,1.0,5.673920386777342
114,13,2,COMPLETE,2025-02-23 17:41:34.021944,2025-02-23 17:41:51.104251,114,0,9.378665123456756,FINITE,1.0,20.396996622632123,1.0,4.011000455660429,1.0,2.648301445603652
115,14,2,COMPLETE,2025-02-23 17:41:51.133251,2025-02-23 17:42:08.214718,115,0,3429.300504518075,FINITE,1.0,52.62266752869207,1.0,19.90435835938845,1.0,1.185103382106038
116,15,2,COMPLETE,2025-02-23 17:42:08.241723,2025-02-23 17:42:25.321851,116,0,,INF_POS,1.0,33.36856360809076,1.0,2.62549588402722,1.0,11.881860474766913
117,16,2,COMPLETE,2025-02-23 17:42:25.347857,2025-02-23 17:42:42.420064,117,0,1875938621.7931035,FINITE,1.0,28.198814420997476,1.0,1.084878766359463,1.0,3.3069037791056317
118,17,2,COMPLETE,2025-02-23 17:42:42.448067,2025-02-23 17:42:59.530717,118,0,1878554744.4705882,FINITE,1.0,178.96953898908467,1.0,5.495643405890424,1.0,5.951170650428897
119,18,2,COMPLETE,2025-02-23 17:42:59.558717,2025-02-23 17:43:16.631482,119,0,861248086.8736463,FINITE,1.0,51.08282460907196,1.0,10.239738714177738,1.0,1.80996581888687
120,19,2,COMPLETE,2025-02-23 17:43:16.659484,2025-02-23 17:43:33.737691,120,0,807877356.7652779,FINITE,1.0,20.711375263503488,1.0,2.9891722300463215,1.0,4.566852834165673
121,20,2,COMPLETE,2025-02-23 17:43:33.765691,2025-02-23 17:43:50.847314,121,0,0.14774373259052997,FINITE,1.0,38.56532765359585,1.0,3.831793292265035,1.0,15.216144284432174
122,21,2,COMPLETE,2025-02-23 17:43:50.875576,2025-02-23 17:44:07.955707,122,0,2.462680272108843,FINITE,1.0,39.2882891364032,1.0,4.067517823300025,1.0,18.870628401779957
123,22,2,COMPLETE,2025-02-23 17:44:07.982707,2025-02-23 17:44:25.060185,123,0,4.140514018691585,FINITE,1.0,26.699031887527084,1.0,6.823687964310049,1.0,13.45445824649483
124,23,2,COMPLETE,2025-02-23 17:44:25.088186,2025-02-23 17:44:42.172961,124,0,7.314940476190436,FINITE,1.0,32.875132755254455,1.0,3.541940538681084,1.0,7.4187410558738645
125,24,2,COMPLETE,2025-02-23 17:44:42.201961,2025-02-23 17:44:59.276117,125,0,5.52921316165953,FINITE,1.0,42.30601956550009,1.0,5.077656400653517,1.0,5.165088373780274
126,25,2,COMPLETE,2025-02-23 17:44:59.306120,2025-02-23 17:45:16.379609,126,0,434.550662460569,FINITE,1.0,63.51499030778618,1.0,7.743656958257007,1.0,3.5629314067330884
127,26,2,COMPLETE,2025-02-23 17:45:16.404610,2025-02-23 17:45:33.480416,127,0,73.54777324632927,FINITE,1.0,24.546028391624255,1.0,2.1109935053677304,1.0,2.3304934885524764
128,27,2,COMPLETE,2025-02-23 17:45:33.506416,2025-02-23 17:45:50.575389,128,0,26.003584254143668,FINITE,1.0,30.89744551288811,1.0,10.776592674093777,1.0,1.6912615569651412
129,28,2,COMPLETE,2025-02-23 17:45:50.601387,2025-02-23 17:46:07.669872,129,0,16.061215469613266,FINITE,1.0,60.70141803405093,1.0,5.826083456725778,1.0,11.040323724097277
130,29,2,COMPLETE,2025-02-23 17:46:07.696872,2025-02-23 17:46:24.765575,130,0,11.964217487141802,FINITE,1.0,36.096520657958244,1.0,13.668988265452631,1.0,2.975068649987642
131,30,2,COMPLETE,2025-02-23 17:46:24.792575,2025-02-23 17:46:41.864715,131,0,,INF_POS,1.0,44.464531194372455,1.0,3.3733653499112717,1.0,15.16762987792671
132,31,2,COMPLETE,2025-02-23 17:46:41.890715,2025-02-23 17:46:58.971887,132,0,,INF_POS,1.0,24.797393925339197,1.0,4.555944662615549,1.0,4.428924873501267
133,32,2,COMPLETE,2025-02-23 17:46:58.996886,2025-02-23 17:47:16.072273,133,0,,INF_POS,1.0,27.392926909080536,1.0,4.981202562972337,1.0,3.963938606798826
134,33,2,COMPLETE,2025-02-23 17:47:16.098268,2025-02-23 17:47:33.171547,134,0,,INF_POS,1.0,22.80122935033124,1.0,6.981627878385505,1.0,4.793954277550235
135,34,2,COMPLETE,2025-02-23 17:47:33.196549,2025-02-23 17:47:50.262635,135,0,,INF_POS,1.0,29.498443333700468,1.0,2.2159550330488598,1.0,2.8462558945860184
136,35,2,COMPLETE,2025-02-23 17:47:50.289630,2025-02-23 17:48:07.365220,136,0,,INF_POS,1.0,23.5296661919223,1.0,5.932590068343773,1.0,7.186212761599581
137,36,2,COMPLETE,2025-02-23 17:48:07.389220,2025-02-23 17:48:24.467528,137,0,,INF_POS,1.0,33.629781727210926,1.0,8.904155897616818,1.0,3.51353820103936
138,37,2,COMPLETE,2025-02-23 17:48:24.493528,2025-02-23 17:48:41.571665,138,0,,INF_POS,1.0,20.463725019453616,1.0,3.5253598245795783,1.0,8.914607614147814
139,38,2,COMPLETE,2025-02-23 17:48:41.598665,2025-02-23 17:48:58.683023,139,0,123.39243442623055,FINITE,1.0,93.67814343216406,1.0,4.7194172356847055,1.0,4.071528211681562
140,39,2,COMPLETE,2025-02-23 17:48:58.709021,2025-02-23 17:49:15.783664,140,0,6.8411016346837075,FINITE,1.0,28.237535350609605,1.0,6.723532040501213,1.0,5.29524316024814
141,40,2,COMPLETE,2025-02-23 17:49:15.813666,2025-02-23 17:49:32.893770,141,0,7.121101634683733,FINITE,1.0,36.3763812108573,1.0,11.502080309290875,1.0,6.733143558791554
142,41,2,COMPLETE,2025-02-23 17:49:32.920770,2025-02-23 17:49:49.994943,142,0,5.867219696969693,FINITE,1.0,48.9283671103114,1.0,2.595964018925551,1.0,16.87245892569809
143,42,2,COMPLETE,2025-02-23 17:49:50.020943,2025-02-23 17:50:07.094519,143,0,,INF_POS,1.0,45.97627581118821,1.0,1.7316981399321083,1.0,18.686885347260347
144,43,2,COMPLETE,2025-02-23 17:50:07.120523,2025-02-23 17:50:24.199883,144,0,,INF_POS,1.0,58.01140926089487,1.0,2.9605701562429667,1.0,10.489553452627593
145,44,2,COMPLETE,2025-02-23 17:50:24.227883,2025-02-23 17:50:41.296331,145,0,,INF_POS,1.0,31.835939713301947,1.0,3.9590105120138945,1.0,14.459353424511587
146,45,2,COMPLETE,2025-02-23 17:50:41.321331,2025-02-23 17:50:58.400625,146,0,,INF_POS,1.0,67.10906815086304,1.0,7.856737197418928,1.0,2.5289978554558497
147,46,2,COMPLETE,2025-02-23 17:50:58.427625,2025-02-23 17:51:15.498744,147,0,,INF_POS,1.0,25.52406217272969,1.0,5.406028708199049,1.0,12.31697664022299
148,47,2,COMPLETE,2025-02-23 17:51:15.524744,2025-02-23 17:51:32.599531,148,0,24.945810055865955,FINITE,1.0,40.26368646537964,1.0,2.5774998728398315,1.0,8.222876137463567
149,48,2,COMPLETE,2025-02-23 17:51:32.626531,2025-02-23 17:51:49.710051,149,0,11.356763285024133,FINITE,1.0,80.0390810453907,1.0,4.338778927758349,1.0,3.253418694099645
150,49,2,COMPLETE,2025-02-23 17:51:49.737051,2025-02-23 17:52:06.809516,150,0,19.85243397573155,FINITE,1.0,22.282362971468935,1.0,2.9747516419718347,1.0,5.99854268006947
151,50,2,COMPLETE,2025-02-23 17:52:06.841512,2025-02-23 17:52:23.916279,151,0,10.996091624910527,FINITE,1.0,148.87137508844137,1.0,1.3025061857140636,1.0,16.905777264836082
152,51,2,COMPLETE,2025-02-23 17:52:23.943282,2025-02-23 17:52:41.022527,152,0,18.807153024911056,FINITE,1.0,114.03472812411414,1.0,3.8104099489812744,1.0,1.3437162595681342
153,52,2,COMPLETE,2025-02-23 17:52:41.047530,2025-02-23 17:52:58.121146,153,0,38.89715254237301,FINITE,1.0,56.609962485046005,1.0,6.342293059747089,1.0,2.1176828612086376
154,53,2,COMPLETE,2025-02-23 17:52:58.147146,2025-02-23 17:53:15.223921,154,0,,INF_POS,1.0,118.98771097276618,1.0,3.333649507777537,1.0,1.5491560856655753
155,54,2,COMPLETE,2025-02-23 17:53:15.250923,2025-02-23 17:53:32.324201,155,0,,INF_POS,1.0,76.33057910364587,1.0,5.227303829376391,1.0,1.937993939647188
156,55,2,COMPLETE,2025-02-23 17:53:32.351198,2025-02-23 17:53:49.421423,156,0,,INF_POS,1.0,37.665467137226436,1.0,4.242000200895769,1.0,3.764368738030609
157,56,2,COMPLETE,2025-02-23 17:53:49.445418,2025-02-23 17:54:06.527718,157,0,,INF_POS,1.0,185.88828812421778,1.0,2.3756773244399545,1.0,1.0387852475073376
158,57,2,COMPLETE,2025-02-23 17:54:06.557717,2025-02-23 17:54:23.634494,158,0,,INF_POS,1.0,89.32985032290841,1.0,7.662443987504036,1.0,19.940098143319613
159,58,2,COMPLETE,2025-02-23 17:54:23.662494,2025-02-23 17:54:40.743612,159,0,67.04947996589898,FINITE,1.0,34.57088296695105,1.0,16.580472565407966,1.0,3.1823713574265473
160,59,2,COMPLETE,2025-02-23 17:54:40.770408,2025-02-23 17:54:57.853116,160,0,8.667207392197236,FINITE,1.0,29.549049385203087,1.0,1.8878976768310454,1.0,4.219731388727349
161,60,2,COMPLETE,2025-02-23 17:54:57.879116,2025-02-23 17:55:14.954887,161,0,19.664801097393728,FINITE,1.0,52.83589008641726,1.0,3.1032277939077995,1.0,2.3447655469903497
162,61,2,COMPLETE,2025-02-23 17:55:14.979887,2025-02-23 17:55:32.058461,162,0,20.668737777777782,FINITE,1.0,156.71638980165713,1.0,5.740575223394046,1.0,4.7387418890267075
163,62,2,COMPLETE,2025-02-23 17:55:32.083461,2025-02-23 17:55:49.156126,163,0,4030726144.0,FINITE,1.0,134.3244495848939,1.0,4.807883113888579,1.0,5.624459101752355
164,63,2,COMPLETE,2025-02-23 17:55:49.183126,2025-02-23 17:56:06.261041,164,0,,INF_POS,1.0,125.28827989054456,1.0,3.788486851379085,1.0,2.721662442540463
165,64,2,COMPLETE,2025-02-23 17:56:06.287042,2025-02-23 17:56:23.373012,165,0,,INF_POS,1.0,69.80718871645333,1.0,7.133678027905307,1.0,4.989220225662606
166,65,2,COMPLETE,2025-02-23 17:56:23.397010,2025-02-23 17:56:40.476310,166,0,,INF_POS,1.0,105.75093150892879,1.0,9.524295377360813,1.0,3.7186749214448676
167,66,2,COMPLETE,2025-02-23 17:56:40.502309,2025-02-23 17:56:57.580831,167,0,,INF_POS,1.0,157.8149497480182,1.0,6.318710981003179,1.0,3.036127142706647
168,67,2,COMPLETE,2025-02-23 17:56:57.605831,2025-02-23 17:57:14.681779,168,0,,INF_POS,1.0,26.353587422628227,1.0,4.51288956731263,1.0,4.455228105213618
169,68,2,COMPLETE,2025-02-23 17:57:14.707779,2025-02-23 17:57:31.782426,169,0,3928385126.4,FINITE,1.0,42.741662689787745,1.0,8.264589701127905,1.0,6.281118804870261
170,69,2,COMPLETE,2025-02-23 17:57:31.811426,2025-02-23 17:57:48.889189,170,0,1825555619.2463768,FINITE,1.0,47.571753910797604,1.0,5.550719322017111,1.0,3.4298254271520823
171,70,2,COMPLETE,2025-02-23 17:57:48.917191,2025-02-23 17:58:05.986109,171,0,,INF_POS,1.0,21.953952556116825,1.0,3.664769283148434,1.0,12.604976579870234
172,71,2,COMPLETE,2025-02-23 17:58:06.013108,2025-02-23 17:58:23.084803,172,0,,INF_POS,1.0,38.00546276791889,1.0,4.129939496462998,1.0,16.35838081630471
173,72,2,COMPLETE,2025-02-23 17:58:23.110803,2025-02-23 17:58:40.189253,173,0,1878219085.3953488,FINITE,1.0,39.94500419492233,1.0,5.048775004367128,1.0,14.159314993793494
174,73,2,COMPLETE,2025-02-23 17:58:40.214248,2025-02-23 17:58:57.298212,174,0,3379976363.620112,FINITE,1.0,32.25576998955205,1.0,4.484686214531178,1.0,15.954089432938368
175,74,2,COMPLETE,2025-02-23 17:58:57.324212,2025-02-23 17:59:14.400748,175,0,374245886.4428718,FINITE,1.0,28.249632438872837,1.0,3.191300111848924,1.0,3.9599607340812226
176,75,2,COMPLETE,2025-02-23 17:59:14.425748,2025-02-23 17:59:31.502423,176,0,0.7761069063386914,FINITE,1.0,24.292534521837393,1.0,2.753642043460238,1.0,17.707342789991674
177,76,2,COMPLETE,2025-02-23 17:59:31.527422,2025-02-23 17:59:48.608335,177,0,0.5664353219137598,FINITE,1.0,25.200854676915448,1.0,2.3593952219112193,1.0,17.500989174738567
178,77,2,COMPLETE,2025-02-23 17:59:48.635334,2025-02-23 18:00:05.719415,178,0,6.708224948875252,FINITE,1.0,24.09702295355219,1.0,2.309587880782965,1.0,17.914235959128465
179,78,2,COMPLETE,2025-02-23 18:00:05.745420,2025-02-23 18:00:22.827829,179,0,6.923062499999976,FINITE,1.0,25.766304242927664,1.0,2.85153830824454,1.0,15.11005410646646
180,79,2,COMPLETE,2025-02-23 18:00:22.853829,2025-02-23 18:00:39.934165,180,0,7.287977736549137,FINITE,1.0,21.187296368780622,1.0,1.9424975301467673,1.0,13.448229123960289
181,80,2,COMPLETE,2025-02-23 18:00:39.963165,2025-02-23 18:00:57.041386,181,0,11.664547069271764,FINITE,1.0,30.000346710035174,1.0,2.6948529459937727,1.0,19.890263100198375
182,81,2,COMPLETE,2025-02-23 18:00:57.069171,2025-02-23 18:01:14.144238,182,0,7.507749338040596,FINITE,1.0,23.082920721859026,1.0,1.7500810374932443,1.0,17.9328460805758
183,82,2,COMPLETE,2025-02-23 18:01:14.171243,2025-02-23 18:01:31.253040,183,0,6.097419814682806,FINITE,1.0,27.698318859526424,1.0,2.781110643631722,1.0,10.982118635061205
184,83,2,COMPLETE,2025-02-23 18:01:31.279040,2025-02-23 18:01:48.356557,184,0,6.3315144133170635,FINITE,1.0,20.240569937049678,1.0,3.5160246898973364,1.0,5.6479586260736685
185,84,2,COMPLETE,2025-02-23 18:01:48.382559,2025-02-23 18:02:05.461370,185,0,4.288302857142817,FINITE,1.0,24.40943855287818,1.0,6.122864433336908,1.0,13.489449433839907
186,85,2,COMPLETE,2025-02-23 18:02:05.490370,2025-02-23 18:02:22.575362,186,0,3.9195583333333395,FINITE,1.0,34.88398630896805,1.0,2.4224947729522626,1.0,9.623496086340722
187,86,2,COMPLETE,2025-02-23 18:02:22.601364,2025-02-23 18:02:39.676575,187,0,11.916969218626702,FINITE,1.0,31.162043167972943,1.0,3.2367527735684076,1.0,4.295352788043664
188,87,2,COMPLETE,2025-02-23 18:02:39.705575,2025-02-23 18:02:56.778840,188,0,35.00884848484832,FINITE,1.0,25.874416640171297,1.0,2.1520299375362724,1.0,15.674224401645938
189,88,2,COMPLETE,2025-02-23 18:02:56.803839,2025-02-23 18:03:13.876385,189,0,6.722687338501349,FINITE,1.0,29.024861631484107,1.0,7.288369821623139,1.0,17.773009669779594
190,89,2,COMPLETE,2025-02-23 18:03:13.902385,2025-02-23 18:03:30.984654,190,0,6.00767315175096,FINITE,1.0,21.692627058091425,1.0,4.838629159161408,1.0,5.209106364154173
191,90,2,COMPLETE,2025-02-23 18:03:31.010654,2025-02-23 18:03:48.092305,191,0,5.936940041350788,FINITE,1.0,170.05817015779064,1.0,6.70883973565636,1.0,3.7066689978171965
192,91,2,COMPLETE,2025-02-23 18:03:48.118303,2025-02-23 18:04:05.199317,192,0,5.259529411764682,FINITE,1.0,43.5620287729851,1.0,4.005751442631676,1.0,19.072438116412435
193,92,2,COMPLETE,2025-02-23 18:04:05.226312,2025-02-23 18:04:22.311251,193,0,7.349721254355403,FINITE,1.0,50.71258203417021,1.0,5.236808913574991,1.0,16.426838142321483
194,93,2,COMPLETE,2025-02-23 18:04:22.338249,2025-02-23 18:04:39.410146,194,0,10.213248847926284,FINITE,1.0,26.630896885018043,1.0,3.5111029254073594,1.0,14.884094651422375
195,94,2,COMPLETE,2025-02-23 18:04:39.437151,2025-02-23 18:04:56.510201,195,0,7.246844023323626,FINITE,1.0,87.25819774142528,1.0,4.217783901405512,1.0,17.28559908323452
196,95,2,COMPLETE,2025-02-23 18:04:56.536201,2025-02-23 18:05:13.620357,196,0,7.109005847953237,FINITE,1.0,33.83808742542815,1.0,2.561155919763359,1.0,2.55739294294213
197,96,2,COMPLETE,2025-02-23 18:05:13.646357,2025-02-23 18:05:30.726173,197,0,8.783249011857713,FINITE,1.0,23.61321148406709,1.0,3.903393065527768,1.0,1.7082477368794902
198,97,2,COMPLETE,2025-02-23 18:05:30.752174,2025-02-23 18:05:47.824746,198,0,17.05400322841008,FINITE,1.0,38.33558349887221,1.0,5.814967599117229,1.0,19.14554173729728
199,98,2,COMPLETE,2025-02-23 18:05:47.850746,2025-02-23 18:06:04.921234,199,0,4.633911564625832,FINITE,1.0,45.82176768068785,1.0,2.941285224920194,1.0,3.0895697165273384
200,99,2,COMPLETE,2025-02-23 18:06:04.948235,2025-02-23 18:06:22.020335,200,0,3.8620260869565053,FINITE,1.0,138.3877975818406,1.0,4.6252430438536045,1.0,1.5088002626534396
